seq_idx,person_id
0,10249211800
1,10249211800
2,10249211800
3,10249211800
4,10249250900
5,10249250900
6,10249274600
7,10249274600
8,10249312200
9,10249312200
10,10249342100
11,10249342100
12,10249344900
13,10249344900
14,10249384200
15,10249384200
16,10249384200
17,10249384200
18,10249384200
19,10249384200
20,10249414100
21,10249414100
22,10249414100
23,10249414100
24,10249414100
25,10249424500
26,10249435300
27,10249435300
28,10249462300
29,10249462300
30,10249462300
31,10249462300
32,10249485700
33,10249485700
34,10249485700
35,10249502700
36,10249502700
37,10249511000
38,10249511000
39,10249511000
40,10249540000
41,10249540000
42,10249541100
43,10249541100
44,10249563900
45,10249563900
46,10249595100
47,10249595100
48,10289163900
49,10289163900
50,10289163900
51,10289163900
52,10289173500
53,10289173500
54,10289173500
55,10289173500
56,10289173500
57,10289204100
58,10289222900
59,10289222900
60,10289222900
61,10289222900
62,10289230101
63,10289230101
64,10289230101
65,10289230101
66,10289230101
67,10289231700
68,10289231700
69,10289231700
70,10289231700
71,10289231700
72,10289231700
73,10289240700
74,10289240700
75,10289240700
76,10289242100
77,10289250600
78,10289271900
79,10289271900
80,10289271900
81,10289271900
82,10289271900
83,10289271900
84,10289274200
85,10289283900
86,10289301101
87,10289301101
88,10289301900
89,10289310200
90,10289315201
91,10289315201
92,10289315201
93,10289315201
94,10289322100
95,10289322100
96,10289322100
97,10289372000
98,10289372000
99,10289372000
100,10289372000
101,10289372000
102,10289373400
103,10289373400
104,10289373400
105,10289373400
106,10289373400
107,10289414100
108,10289414100
109,10289414100
110,10289414100
111,10289421401
112,10289421401
113,10289421401
114,10289421401
115,10289424801
116,10289424801
117,10289424801
118,10289424801
119,10289424801
120,10289432700
121,10289432700
122,10289443400
123,10289443400
124,10289443400
125,10289460002
126,10289473500
127,10289473600
128,10289475600
129,10289475600
130,10289530400
131,10289530400
132,10289541500
133,10289541500
134,10289541500
135,10289541500
136,10289541500
137,10289541500
138,10289541500
139,10289544600
140,10289545200
141,10289560400
142,10289564000
143,10289564000
144,10289572402
145,10289572402
146,10289572402
147,10289572402
148,10289573400
149,10289580100
150,10289580100
151,10289580203
152,10289581300
153,10289581300
154,10289581401
155,10289581401
156,10289582001
157,10289582001
158,10289584200
159,10289585300
160,10289585300
161,10289585600
162,10289585600
163,10289595800
164,10289595800
165,10289595800
166,10289595800
167,10319040400
168,10319040400
169,10319045000
170,10319053100
171,10319053100
172,10319095601
173,10319095601
174,10319095601
175,10319095601
176,10319095601
177,10319101900
178,10319101900
179,10319103700
180,10319111500
181,10319151901
182,10319151901
183,10319155602
184,10319155602
185,10319155602
186,10319155602
187,10319155602
188,10319185401
189,10319185401
190,10319193200
191,10319194000
192,10319194000
193,10319194301
194,10319194301
195,10319194301
196,10319194301
197,10319194301
198,10319212000
199,10319212000
200,10319212501
201,10319214100
202,10319214100
203,10319223201
204,10319223201
205,10319223201
206,10319223201
207,10319232400
208,10319242400
209,10319265500
210,10319265500
211,10319265500
212,10319265500
213,10319272300
214,10319273400
215,10319273400
216,10319274200
217,10319274700
218,10319280000
219,10319280000
220,10319280000
221,10319294801
222,10319294801
223,10319300501
224,10319300501
225,10319300501
226,10319303600
227,10319303600
228,10319304200
229,10319312402
230,10319312402
231,10319312402
232,10319312403
233,10319312403
234,10319312403
235,10319312403
236,10319322200
237,10319322200
238,10319330400
239,10319330400
240,10319330400
241,10319330400
242,10319331300
243,10319335400
244,10319341700
245,10319341700
246,10319341700
247,10319341700
248,10319341700
249,10319341700
250,10319342000
251,10319342000
252,10319342000
253,10319342000
254,10319342000
255,10319342000
256,10319342000
257,10319361800
258,10319361800
259,10319403800
260,10319403800
261,10319431900
262,10319475500
263,10319475500
264,10319482200
265,10319503700
266,10319503700
267,10319503700
268,10319511800
269,10319511800
270,10319511800
271,10319540000
272,10319555900
273,10319555900
274,10319581900
275,10319581900
276,10319581900
277,10319581900
278,11049101501
279,11049174700
280,11049174700
281,11049174700
282,11049174700
283,11049175800
284,11049175800
285,11049175800
286,11049240100
287,11049240100
288,11049240100
289,11049240100
290,11049262501
291,11049262501
292,11049262501
293,11049262501
294,11049262501
295,11049273200
296,11049273200
297,11049274500
298,11049274500
299,11049324600
300,11049324600
301,11049325301
302,11049325301
303,11049325301
304,11049333200
305,11049352700
306,11049352700
307,11049353400
308,11049365900
309,11049365900
310,11049365900
311,11049365900
312,11049365900
313,11049365901
314,11049365901
315,11049365901
316,11049365901
317,11049383400
318,11049414200
319,11049415300
320,11049415300
321,11049421101
322,11049421800
323,11049431800
324,11049433500
325,11049433500
326,11049433500
327,11049433900
328,11049465501
329,11049474600
330,11049481900
331,11049481900
332,11049481900
333,11049481900
334,11049481900
335,11049481900
336,11049484102
337,11049484102
338,11049484102
339,11049493501
340,11049512400
341,11049520801
342,11049520801
343,11049521801
344,11049521801
345,11049521801
346,11049521801
347,11049524700
348,11049524700
349,11049543300
350,11049572701
351,11049574200
352,11049575802
353,11049575802
354,11049582200
355,11049582200
356,11049582200
357,11049582200
358,11049582200
359,11049582200
360,11049592500
361,11049592500
362,11049592500
363,11049593000
364,11079234000
365,11079234000
366,11079291000
367,11079291000
368,11079291000
369,11079291000
370,11079291000
371,11079321002
372,11079351000
373,11079351000
374,11079423300
375,11079423300
376,11079443900
377,11079443900
378,11079443900
379,11079443900
380,11079482800
381,11079483300
382,11079511800
383,11079534600
384,11079534600
385,11079534600
386,11079551700
387,11079560900
388,11079561101
389,11079561101
390,11119344800
391,11119344800
392,11119344800
393,11119355601
394,11119452600
395,11119452600
396,11119452600
397,11119452600
398,11119475800
399,11119475800
400,11119475800
401,11119475800
402,11119475800
403,11119491501
404,11119491501
405,11119491501
406,11119494500
407,11119522100
408,11119522100
409,11119540000
410,11119562800
411,11119562800
412,11119563200
413,11119563200
414,11119565200
415,11119565200
416,11119565200
417,11119565700
418,11119575701
419,11119582400
420,11119582400
421,11119582400
422,11119582400
423,11119582400
424,11119582400
425,11119590101
426,11119590101
427,11119590101
428,11119590101
429,11119591000
430,11119591000
431,11119591000
432,11119591000
433,11119591000
434,11119591000
435,11119591000
436,11119592700
437,11119592700
438,11119592700
439,11119592700
440,11119592700
441,11119592700
442,11119592701
443,11119592701
444,11119592701
445,11119592701
446,11119592701
447,11119592701
448,11119593301
449,11119594700
450,11119594700
451,11119594700
452,11119594700
453,11149352101
454,11149352200
455,11149352200
456,11149352200
457,11149352200
458,11149352200
459,11149361300
460,11149361300
461,11149361300
462,11149361300
463,11149361300
464,11149370400
465,11149370600
466,11149370600
467,11149371900
468,11149371900
469,11149374502
470,11149374502
471,11149374502
472,11149374502
473,11149381800
474,11149381800
475,11149381800
476,11149383600
477,11149415700
478,11149415700
479,11149415700
480,11149420400
481,11149420400
482,11149422100
483,11149433400
484,11149433400
485,11149435900
486,11149435900
487,11149444700
488,11149444700
489,11149444700
490,11149444700
491,11149444702
492,11149444702
493,11149444702
494,11149444702
495,11149452300
496,11149452300
497,11149453202
498,11149453202
499,11149455400
500,11149461500
501,11149461500
502,11149461600
503,11149461600
504,11149463800
505,11149463800
506,11149480700
507,11149481100
508,11149483601
509,11149490000
510,11149490000
511,11149490000
512,11149495100
513,11149495100
514,11149503600
515,11149503600
516,11149535000
517,11149535000
518,11149535000
519,11149545700
520,11149545700
521,11149545700
522,11149545700
523,11149545700
524,11149572500
525,11149581400
526,11149582200
527,11149582200
528,11149582200
529,11149582200
530,11149582200
531,11149582200
532,11149593100
533,11189302900
534,11189311600
535,11189311600
536,11189311600
537,11189311600
538,11189325401
539,11189325401
540,11189325401
541,11189325401
542,11189325701
543,11189325701
544,11189325701
545,11189325701
546,11189331400
547,11189333101
548,11189333101
549,11189333101
550,11189333101
551,11189333101
552,11189333101
553,11189333300
554,11189333300
555,11189333300
556,11189333300
557,11189333300
558,11189335700
559,11189335700
560,11189344900
561,11189344900
562,11189344900
563,11189351400
564,11189363701
565,11189363701
566,11189363701
567,11189363701
568,11189370100
569,11189370100
570,11189370100
571,11189370100
572,11189374600
573,11189374602
574,11189374602
575,11189374700
576,11189374700
577,11189381301
578,11189384400
579,11189384400
580,11189384400
581,11189384401
582,11189384401
583,11189384401
584,11189393900
585,11189404400
586,11189404400
587,11189404400
588,11189405100
589,11189405600
590,11189405600
591,11189410000
592,11189410000
593,11189410000
594,11189410000
595,11189414602
596,11189414602
597,11189414602
598,11189414602
599,11189414602
600,11189424700
601,11189424700
602,11189424700
603,11189433700
604,11189434801
605,11189434801
606,11189434801
607,11189434801
608,11189443903
609,11189443903
610,11189443903
611,11189443903
612,11189443903
613,11189444401
614,11189444401
615,11189444401
616,11189444401
617,11189444401
618,11189445500
619,11189445500
620,11189445500
621,11189450800
622,11189450800
623,11189450800
624,11189450800
625,11189450800
626,11189451100
627,11189452300
628,11189454800
629,11189474901
630,11189474901
631,11189474901
632,11189475800
633,11189482501
634,11189482501
635,11189482501
636,11189482501
637,11189482501
638,11189483501
639,11189492500
640,11189492500
641,11189492500
642,11189493400
643,11189502902
644,11189502902
645,11189502902
646,11189503800
647,11189503800
648,11189503800
649,11189503800
650,11189503800
651,11189503800
652,11189510500
653,11189510500
654,11189510600
655,11189510600
656,11189513100
657,11189520500
658,11189523502
659,11189523802
660,11189523900
661,11189523900
662,11189542000
663,11189552800
664,11189552800
665,11189564500
666,11189564500
667,11189564900
668,11189564900
669,11189564900
670,11189575303
671,11189575600
672,11189575600
673,11189581701
674,11189581701
675,11189581801
676,11189581801
677,11189582800
678,11189582800
679,11189582800
680,11189583100
681,11189583100
682,11189583200
683,11189583200
684,11189583603
685,11189583603
686,11189583803
687,11189583803
688,11189584000
689,11189584000
690,11189584000
691,11189585700
692,11189591000
693,11189591000
694,11189591000
695,11189591000
696,11189591000
697,11189591501
698,11189591501
699,11189591501
700,11189591501
701,11189591501
702,11189591501
703,11189593201
704,11219045100
705,11219051701
706,11219073800
707,11219073900
708,11219073900
709,11219074400
710,11219074400
711,11219080902
712,11219080902
713,11219080902
714,11219110700
715,11219110700
716,11219110700
717,11219122100
718,11219133600
719,11219133600
720,11219133600
721,11219133600
722,11219134900
723,11219134900
724,11219185600
725,11219185600
726,11219191500
727,11219191500
728,11219191500
729,11219195603
730,11219195603
731,11219202600
732,11219202600
733,11219202600
734,11219202700
735,11219221900
736,11219221900
737,11219234400
738,11219254201
739,11219254201
740,11219254201
741,11219254201
742,11219254800
743,11219254800
744,11219254800
745,11219254800
746,11219255901
747,11219261300
748,11219261300
749,11219261300
750,11219261800
751,11219264700
752,11219272000
753,11219272700
754,11219303700
755,11219303700
756,11219344000
757,11219382600
758,11219390700
759,11219390700
760,11219390700
761,11219390700
762,11219390700
763,11219390700
764,11219403101
765,11219405000
766,11219405000
767,11219412600
768,11219412600
769,11219412600
770,11219412600
771,11219412600
772,11219422300
773,11219422300
774,11219423101
775,11219423101
776,11219423101
777,11219423101
778,11219440501
779,11219440501
780,11219470301
781,11219470301
782,11219470500
783,11219522700
784,11219523401
785,11219523401
786,11219523401
787,11219523701
788,11219524400
789,11219524400
790,11219524400
791,11219525303
792,11219525902
793,11219531001
794,11219531001
795,11219532300
796,11219543400
797,11219550300
798,11219550300
799,11219581601
800,11219581601
801,11219595600
802,11219595600
803,11259174500
804,11259191002
805,11259191002
806,11259225600
807,11259231001
808,11259252700
809,11259252700
810,11259261502
811,11259263600
812,11259263600
813,11259281700
814,11259281700
815,11259282600
816,11259282600
817,11259282600
818,11259285301
819,11259313000
820,11259391100
821,11259391100
822,11259401400
823,11259401400
824,11259405401
825,11259423001
826,11259423001
827,11259423001
828,11259423001
829,11259423001
830,11259432400
831,11259432400
832,11259434500
833,11259434500
834,11259434500
835,11259434500
836,11259434500
837,11259434900
838,11259451104
839,11259451104
840,11259451104
841,11259451104
842,11259451200
843,11259474100
844,11259484900
845,11259495401
846,11259495401
847,11259495601
848,11259495601
849,11259500701
850,11259500701
851,11259500701
852,11259500701
853,11259503800
854,11259505500
855,11259505500
856,11259523800
857,11259562900
858,11259562900
859,11259562900
860,11259562900
861,11259570000
862,11259580900
863,11259580900
864,102410001300
865,102410001300
866,102410001300
867,102410001300
868,102410024200
869,102410050600
870,102410050600
871,102410080300
872,102410102000
873,102410102000
874,102410103400
875,102410114900
876,102410114900
877,102410114900
878,102410114900
879,102410114900
880,102410123600
881,102410123600
882,102410123600
883,102410123901
884,102410123901
885,102410124703
886,102410124703
887,102410125300
888,102410125300
889,102410172800
890,102410172800
891,102410173700
892,102410183000
893,102410190500
894,102410191200
895,102410191200
896,102410194000
897,102410220500
898,102410220500
899,102410220500
900,102410220500
901,102410220500
902,102410223601
903,102410242902
904,102410251200
905,102410251200
906,102410282301
907,102410282301
908,102410282301
909,102410282301
910,102410292700
911,102410292700
912,102410292700
913,102410322000
914,102410322000
915,102410322000
916,102410324200
917,102410333600
918,102410342602
919,102410342602
920,102410342602
921,102410342602
922,102410352200
923,102410352200
924,102410361200
925,102410361200
926,102410375800
927,102410375800
928,102410375800
929,102410385200
930,102410392500
931,102410392500
932,102410415200
933,102410434801
934,102410434801
935,102410434801
936,102410454300
937,102410454300
938,102410461900
939,102410461900
940,102410461900
941,102410461900
942,102410461900
943,102410461900
944,102410485600
945,102410485600
946,102410493001
947,102410493001
948,102410493001
949,102410493701
950,102410493701
951,102410493701
952,102410493701
953,102410493701
954,102410493900
955,102410494601
956,102410494601
957,102410514600
958,102410514600
959,102410525100
960,102410525100
961,102410525100
962,102410525100
963,102410525100
964,102410525100
965,102410525100
966,102410525100
967,102410535000
968,102410540700
969,102410545500
970,102410574200
971,102410574200
972,102410574200
973,102410584900
974,102411050100
975,102411050100
976,102411075000
977,102411130200
978,102411130200
979,102411140800
980,102411140800
981,102411140800
982,102411140900
983,102411140900
984,102411144200
985,102411150600
986,102411183300
987,102411183300
988,102411183300
989,102411183300
990,102411183300
991,102411185201
992,102411185201
993,102411185201
994,102411185201
995,102411215601
996,102411215601
997,102411215601
998,102411215601
999,102411233300
1000,102411233300
1001,102411233300
1002,102411270700
1003,102411270700
1004,102411270700
1005,102411270700
1006,102411270700
1007,102411280200
1008,102411280200
1009,102411293500
1010,102411293500
1011,102411293500
1012,102411301900
1013,102411301900
1014,102411301900
1015,102411301900
1016,102411301900
1017,102411304302
1018,102411320800
1019,102411320800
1020,102411321901
1021,102411334800
1022,102411334800
1023,102411334800
1024,102411334800
1025,102411335100
1026,102411335100
1027,102411335300
1028,102411343000
1029,102411343000
1030,102411343800
1031,102411343800
1032,102411344900
1033,102411344900
1034,102411350000
1035,102411353400
1036,102411353400
1037,102411380400
1038,102411380800
1039,102411380800
1040,102411380800
1041,102411385901
1042,102411385901
1043,102411393300
1044,102411421900
1045,102411421900
1046,102411421900
1047,102411425900
1048,102411450500
1049,102411450500
1050,102411454000
1051,102411454000
1052,102411462700
1053,102411494401
1054,102411512601
1055,102411512601
1056,102411512601
1057,102411512601
1058,102411512601
1059,102411512601
1060,102411512601
1061,102411512601
1062,102411512601
1063,102411525401
1064,102411525401
1065,102411525401
1066,102411525401
1067,102411525401
1068,102411525401
1069,102411525401
1070,102411554900
1071,102411554900
1072,102411554900
1073,102411554900
1074,102411555200
1075,102411555200
1076,102411555200
1077,102411555200
1078,102411570101
1079,102411570101
1080,102411570101
1081,102411570101
1082,102411570800
1083,102411570800
1084,102411571001
1085,102411571001
1086,102411571001
1087,102411571500
1088,102411571500
1089,102411571701
1090,102411571701
1091,102411572100
1092,102411572100
1093,102411572200
1094,102411572200
1095,102411572200
1096,102411572200
1097,102411572200
1098,102411572303
1099,102411572303
1100,102411572303
1101,102411572303
1102,102411573201
1103,102411573402
1104,102411573402
1105,102411574100
1106,102411574100
1107,102411574100
1108,102411574301
1109,102411574301
1110,102411574301
1111,102411580001
1112,102411581500
1113,102411581500
1114,102411581500
1115,102412002600
1116,102412002600
1117,102412011700
1118,102412011700
